"No","year","month","day","hour","pm2.5","No","avg","std"
21247,2012,6,4,6,146,21247,140,0.816496580927726
21248,2012,6,4,7,161,21248,142,2.943920288775949
21255,2012,6,4,14,154,21255,139.66666666666666,3.399346342395192
21265,2012,6,5,0,69,21265,51.666666666666664,3.681787005729088
21268,2012,6,5,3,86,21268,70.33333333333333,1.2472191289246488
21269,2012,6,5,4,109,21269,76,7.118052168020874
21281,2012,6,5,16,20,21281,7,1.4142135623730951
21282,2012,6,5,17,47,21282,12,5.656854249492381
21287,2012,6,5,22,135,21287,52.333333333333336,4.642796092394706
21297,2012,6,6,8,167,21297,133.33333333333334,10.873004286866724
21298,2012,6,6,9,194,21298,148.33333333333334,15.107025591499545
21302,2012,6,6,13,205,21302,191,1.632993161855452
21305,2012,6,6,16,212,21305,204,0.816496580927726
21311,2012,6,6,22,59,21311,48,2.160246899469287
21327,2012,6,7,14,61,21327,52.666666666666664,2.054804667656326
21328,2012,6,7,15,87,21328,56.333333333333336,3.399346342395189
21335,2012,6,7,22,129,21335,91.66666666666667,11.897712198383163
21339,2012,6,8,2,101,21339,23,4.898979485566356
21345,2012,6,8,8,103,21345,84.33333333333333,4.0276819911981905
21357,2012,6,8,20,58,21357,38.333333333333336,5.557777333511022
21358,2012,6,8,21,74,21358,46.666666666666664,8.993825042154695
21362,2012,6,9,1,82,21362,71,1.632993161855452
21364,2012,6,9,3,93,21364,76,4.546060565661952
21365,2012,6,9,4,110,21365,83.33333333333333,7.408703590297625
21366,2012,6,9,5,161,21366,92.66666666666667,14.290634073484009
21383,2012,6,9,22,38,21383,31.333333333333332,1.699673171197595
21385,2012,6,10,0,47,21385,34.666666666666664,2.494438257849294
21392,2012,6,10,7,10,21392,7.666666666666667,0.4714045207910316
21394,2012,6,10,9,13,21394,8.666666666666666,0.9428090415820632
21405,2012,6,10,20,18,21405,3.3333333333333335,2.6246692913372702
21409,2012,6,11,0,26,21409,19.666666666666668,1.2472191289246468
21412,2012,6,11,3,33,21412,27.666666666666668,1.6996731711975945
21416,2012,6,11,7,54,21416,34.666666666666664,1.6996731711975943
21430,2012,6,11,21,22,21430,12,0
21431,2012,6,11,22,68,21431,15.333333333333334,4.714045207910316
21447,2012,6,12,14,6,21447,3.6666666666666665,0.4714045207910317
21452,2012,6,12,19,15,21452,4.666666666666667,1.2472191289246473
21459,2012,6,13,2,15,21459,9.333333333333334,1.699673171197595
21460,2012,6,13,3,29,21460,12,2.160246899469287
21461,2012,6,13,4,58,21461,18,8.04155872120988
21487,2012,6,14,6,16,21487,12.333333333333334,0.9428090415820632
21494,2012,6,14,13,17,21494,6,0.816496580927726
21500,2012,6,14,19,11,21500,6,0.816496580927726
21505,2012,6,15,0,11,21505,7.333333333333333,0.4714045207910316
21507,2012,6,15,2,21,21507,9.666666666666666,1.8856180831641267
21522,2012,6,15,17,9,21522,6,0
21531,2012,6,16,2,31,21531,13.5,2.5
21534,2012,6,16,5,76,21534,32,1.4142135623730951
21544,2012,6,16,15,16,21544,11.666666666666666,0.4714045207910318
21547,2012,6,16,18,21,21547,16.333333333333332,0.47140452079103146
21548,2012,6,16,19,25,21548,18,2.160246899469287
21550,2012,6,16,21,37,21550,25,3.265986323710904
21554,2012,6,17,1,53,21554,34.333333333333336,3.2998316455372216
21563,2012,6,17,10,65,21563,49.666666666666664,3.2998316455372225
21564,2012,6,17,11,87,21564,56,6.683312551921141
21565,2012,6,17,12,111,21565,68.66666666666667,13.719410418171117
21582,2012,6,18,5,126,21582,115,2.943920288775949
21583,2012,6,18,6,133,21583,120,4.320493798938574
21584,2012,6,18,7,154,21584,125,6.97614984548545
21591,2012,6,18,14,160,21591,154,0.816496580927726
21593,2012,6,18,16,202,21593,159.33333333333334,4.109609335312649
21596,2012,6,18,19,254,21596,216.66666666666666,12.256517540566826
21599,2012,6,18,22,305,21599,255.33333333333334,1.247219128924644
21610,2012,6,19,9,150,21610,137,3.559026084010437
21615,2012,6,19,14,166,21615,159,2
21616,2012,6,19,15,208,21616,163.5,2.5
21617,2012,6,19,16,275,21617,178.33333333333334,21.076579946049648
21625,2012,6,20,0,277,21625,138.66666666666666,17.556258776351594
21628,2012,6,20,3,338,21628,286.6666666666667,7.760297817881877
21641,2012,6,20,16,130,21641,102,8.602325267042627
21642,2012,6,20,17,226,21642,114.66666666666667,11.897712198383163
21643,2012,6,20,18,306,21643,156.33333333333334,49.74825513411389
21648,2012,6,20,23,202,21648,173.66666666666666,1.8856180831641234
21655,2012,6,21,6,293,21655,195.33333333333334,5.43650214343336
21665,2012,6,21,16,163,21665,153.5,0.5
21666,2012,6,21,17,182,21666,158,5
21667,2012,6,21,18,230,21667,172.5,9.5
21676,2012,6,22,3,83,21676,68,3
21685,2012,6,22,12,110,21685,75.33333333333333,10.338708279513883
21697,2012,6,23,0,127,21697,109,2.8284271247461903
21700,2012,6,23,3,164,21700,137,7.788880963698615
21710,2012,6,23,13,152,21710,138.66666666666666,2.4944382578492976
21711,2012,6,23,14,165,21711,144,5.887840577551898
21715,2012,6,23,18,190,21715,172.66666666666666,4.49691252107735
21717,2012,6,23,20,205,21717,185.66666666666666,5.436502143433365
21718,2012,6,23,21,218,21718,194.66666666666666,7.318166133366719
21734,2012,6,24,13,163,21734,134,6.683312551921141
21739,2012,6,24,18,196,21739,144,13.366625103842281
21752,2012,6,25,7,98,21752,78,5.715476066494082
21760,2012,6,25,15,118,21760,95.66666666666667,4.1096093353126495
21761,2012,6,25,16,135,21761,104.66666666666667,9.741092797468303
21770,2012,6,26,1,132,21770,66.33333333333333,4.784233364802441
21781,2012,6,26,12,115,21781,108.66666666666667,1.699673171197596
21784,2012,6,26,15,150,21784,118,2.449489742783178
21795,2012,6,27,2,66,21795,47.666666666666664,2.8674417556808764
21797,2012,6,27,4,110,21797,64.66666666666667,10.656244908763853
21814,2012,6,27,21,51,21814,35.333333333333336,3.299831645537221
21819,2012,6,28,2,51,21819,37,4.242640687119285
21826,2012,6,28,9,74,21826,58.333333333333336,4.642796092394706
21827,2012,6,28,10,86,21827,65.66666666666667,6.018490028422594
21830,2012,6,28,13,106,21830,86.33333333333333,2.0548046676563243
21831,2012,6,28,14,128,21831,93,9.41629792788369
21832,2012,6,28,15,174,21832,106,17.962924780409974
21845,2012,6,29,4,118,21845,106.5,2.5
21856,2012,6,29,15,67,21856,60.333333333333336,0.9428090415820642
21861,2012,6,29,20,81,21861,72.66666666666667,0.47140452079103085
21863,2012,6,29,22,98,21863,79,4.320493798938574
21870,2012,6,30,5,127,21870,102,3.559026084010437
21882,2012,6,30,17,40,21882,24,2.449489742783178
21886,2012,6,30,21,71,21886,36.333333333333336,6.64997911442
21889,2012,7,1,0,77,21889,69.66666666666667,0.9428090415820642
21891,2012,7,1,2,90,21891,74.33333333333333,3.7712361663282543
21892,2012,7,1,3,104,21892,81.33333333333333,6.128258770283414
21898,2012,7,1,9,145,21898,133.33333333333334,1.6996731711975925
21905,2012,7,1,16,140,21905,131,2
21910,2012,7,1,21,192,21910,121,1
21928,2012,7,2,15,19,21928,12.666666666666666,0.47140452079103146
21934,2012,7,2,21,27,21934,22.333333333333332,1.2472191289246475
21937,2012,7,3,0,33,21937,24,2.160246899469287
21938,2012,7,3,1,45,21938,26,4.96655480858378
21952,2012,7,3,15,26,21952,17,1.4142135623730951
21958,2012,7,3,21,33,21958,23.333333333333332,0.9428090415820636
21959,2012,7,3,22,42,21959,26.333333333333332,4.784233364802442
21960,2012,7,3,23,103,21960,33,7.3484692283495345
21968,2012,7,4,7,114,21968,82.33333333333333,9.568466729604884
21974,2012,7,4,13,88,21974,81.66666666666667,0.9428090415820617
21976,2012,7,4,15,95,21976,85.33333333333333,2.054804667656325
21977,2012,7,4,16,114,21977,89.33333333333333,4.18993502999218
21988,2012,7,5,3,86,21988,76.66666666666667,1.247219128924646
21989,2012,7,5,4,94,21989,79.66666666666667,4.642796092394705
21994,2012,7,5,9,105,21994,78.33333333333333,4.988876515698587
22000,2012,7,5,15,109,22000,95,2.160246899469287
22003,2012,7,5,18,132,22003,109.33333333333333,0.47140452079103334
22004,2012,7,5,19,149,22004,117,10.614455552060438
22017,2012,7,6,8,59,22017,53.333333333333336,1.8856180831641258
22018,2012,7,6,9,90,22018,55.666666666666664,2.8674417556808764
22022,2012,7,6,13,155,22022,122.66666666666667,8.576453553512403
22025,2012,7,6,16,168,22025,155.66666666666666,2.4944382578492976
22026,2012,7,6,17,179,22026,160,6.164414002968976
22027,2012,7,6,18,199,22027,168.66666666666666,8.178562764256867
22038,2012,7,7,5,187,22038,181,1.4142135623730951
22052,2012,7,7,19,134,22052,99.33333333333333,6.6499791144200024
22053,2012,7,7,20,210,22053,114,14.165686240583852
22087,2012,7,9,6,110,22087,94,1.4142135623730951
22107,2012,7,10,2,73,22107,62.666666666666664,2.494438257849295
22119,2012,7,10,14,46,22119,33.666666666666664,2.62466929133727
22128,2012,7,10,23,43,22128,25,5.715476066494082
22135,2012,7,11,6,61,22135,50,2.943920288775949
22136,2012,7,11,7,79,22136,52.333333333333336,6.182412330330468
22163,2012,7,12,10,55,22163,21.333333333333332,1.8856180831641265
22171,2012,7,12,18,16,22171,10.333333333333334,1.8856180831641267
22175,2012,7,12,22,17,22175,14,0
22177,2012,7,13,0,29,22177,16.5,0.5
22191,2012,7,13,14,14,22191,8.666666666666666,1.699673171197595
22193,2012,7,13,16,28,22193,14,2.449489742783178
22201,2012,7,14,0,46,22201,40.333333333333336,1.6996731711975956
22203,2012,7,14,2,61,22203,43.666666666666664,4.027681991198191
22217,2012,7,14,16,19,22217,14.666666666666666,0.4714045207910318
22220,2012,7,14,19,33,22220,17.666666666666668,1.8856180831641265
22223,2012,7,14,22,39,22223,32.666666666666664,1.2472191289246464
22224,2012,7,14,23,53,22224,34.666666666666664,3.2998316455372225
22243,2012,7,15,18,27,22243,25.333333333333332,0.47140452079103146
22244,2012,7,15,19,32,22244,26,0.816496580927726
22245,2012,7,15,20,38,22245,28,2.943920288775949
22247,2012,7,15,22,53,22247,37,3.7416573867739413
22250,2012,7,16,1,84,22250,57,2.943920288775949
22256,2012,7,16,7,130,22256,76.66666666666667,15.923427883328248
22273,2012,7,17,0,60,22273,54.666666666666664,1.2472191289246464
22277,2012,7,17,4,80,22277,59,2.8284271247461903
22278,2012,7,17,5,114,22278,67.33333333333333,8.956685895029603
22289,2012,7,17,16,83,22289,76.5,0.5
22293,2012,7,17,20,107,22293,77.66666666666667,1.8856180831641258
22299,2012,7,18,2,99,22299,84.5,4.5
22305,2012,7,18,8,65,22305,53,1.4142135623730951
22306,2012,7,18,9,76,22306,57.666666666666664,5.185449728701349
22323,2012,7,19,2,92,22323,81.66666666666667,1.247219128924646
22324,2012,7,19,3,105,22324,85.66666666666667,4.496912521077346
22337,2012,7,19,16,126,22337,117,2.160246899469287
22338,2012,7,19,17,142,22338,120.33333333333333,4.496912521077348
22345,2012,7,20,0,160,22345,138.66666666666666,5.734883511361754
22355,2012,7,20,10,212,22355,204.33333333333334,1.699673171197594
22356,2012,7,20,11,222,22356,207.66666666666666,3.091206165165238
22358,2012,7,20,13,259,22358,220,5.887840577551898
22367,2012,7,20,22,206,22367,191.66666666666666,2.0548046676563283
22368,2012,7,20,23,219,22368,196.33333333333334,7.133644853010895
22369,2012,7,21,0,240,22369,206.33333333333334,10.208928554075701
22377,2012,7,21,8,233,22377,183.66666666666666,7.408703590297626
22382,2012,7,21,13,318,22382,284.6666666666667,6.236095644623229
22400,2012,7,22,7,24,22400,11.666666666666666,0.4714045207910318
22409,2012,7,22,16,12,22409,9.333333333333334,0.4714045207910318
22411,2012,7,22,18,17,22411,9.666666666666666,1.6996731711975948
22414,2012,7,22,21,39,22414,17.666666666666668,2.494438257849294
22429,2012,7,23,12,30,22429,14.333333333333334,4.189935029992178
22431,2012,7,23,14,41,22431,25,4.08248290463863
22432,2012,7,23,15,70,22432,32,6.683312551921141
22443,2012,7,24,2,49,22443,24.666666666666668,1.699673171197595
22449,2012,7,24,8,66,22449,54.666666666666664,1.2472191289246477
22463,2012,7,24,22,89,22463,80,2.943920288775949
22464,2012,7,24,23,103,22464,84.33333333333333,3.3993463423951913
22474,2012,7,25,9,102,22474,91,2.943920288775949
22475,2012,7,25,10,122,22475,95.66666666666667,4.921607686744466
22482,2012,7,25,17,79,22482,64,4.320493798938574
22489,2012,7,26,0,73,22489,57.333333333333336,3.399346342395189
22514,2012,7,27,1,63,22514,53.5,2.5
22518,2012,7,27,5,82,22518,55.333333333333336,2.6246692913372707
22522,2012,7,27,9,86,22522,78.66666666666667,1.247219128924646
22523,2012,7,27,10,101,22523,81,3.7416573867739413
22531,2012,7,27,18,94,22531,88.33333333333333,1.699673171197596
22533,2012,7,27,20,105,22533,92.33333333333333,1.6996731711975954
22542,2012,7,28,5,98,22542,88.5,0.5
22545,2012,7,28,8,116,22545,96,1.632993161855452
22553,2012,7,28,16,124,22553,107,2.943920288775949
22599,2012,7,30,14,45,22599,35,0
22603,2012,7,30,18,58,22603,48.666666666666664,0.4714045207910321
22604,2012,7,30,19,80,22604,52,4.242640687119285
22614,2012,7,31,5,39,22614,35.666666666666664,0.9428090415820629
22615,2012,7,31,6,44,22615,36.333333333333336,1.8856180831641258
22624,2012,7,31,15,22,22624,15.333333333333334,1.247219128924647
22629,2012,7,31,20,27,22629,22.333333333333332,1.247219128924647
22641,2012,8,1,8,22,22641,14,2.449489742783178
22652,2012,8,1,19,13,22652,7.333333333333333,1.2472191289246473
22654,2012,8,1,21,16,22654,10.333333333333334,1.8856180831641267
22674,2012,8,2,17,21,22674,16.333333333333332,0.9428090415820636
22677,2012,8,2,20,30,22677,20.333333333333332,1.6996731711975952
22680,2012,8,2,23,55,22680,32,1.4142135623730951
22688,2012,8,3,7,60,22688,50.666666666666664,2.494438257849295
22689,2012,8,3,8,77,22689,54,4.898979485566356
22690,2012,8,3,9,93,22690,63.666666666666664,9.741092797468307
22698,2012,8,3,17,50,22698,40,2
22710,2012,8,4,5,39,22710,29,0.816496580927726
22725,2012,8,4,20,31,22725,22.666666666666668,1.8856180831641265
22727,2012,8,4,22,44,22727,26.666666666666668,3.091206165165235
22731,2012,8,5,2,54,22731,34.666666666666664,6.0184900284225975
22735,2012,8,5,6,52,22735,45.666666666666664,1.2472191289246464
22739,2012,8,5,10,56,22739,51,1.632993161855452
22744,2012,8,5,15,39,22744,26.333333333333332,3.091206165165235
22748,2012,8,5,19,53,22748,25.333333333333332,2.6246692913372702
22756,2012,8,6,3,82,22756,71.33333333333333,3.091206165165236
22758,2012,8,6,5,95,22758,79.66666666666667,4.02768199119819
22777,2012,8,7,0,57,22777,42.333333333333336,3.091206165165234
22780,2012,8,7,3,67,22780,56,2.943920288775949
22795,2012,8,7,18,61,22795,56.666666666666664,1.2472191289246464
22796,2012,8,7,19,68,22796,57.666666666666664,2.494438257849295
22798,2012,8,7,21,85,22798,67.33333333333333,4.921607686744468
22803,2012,8,8,2,101,22803,88.66666666666667,0.47140452079103334
22808,2012,8,8,7,136,22808,120.66666666666667,4.642796092394705
22822,2012,8,8,21,35,22822,27.333333333333332,1.699673171197595
22826,2012,8,9,1,43,22826,33.666666666666664,2.4944382578492936
22833,2012,8,9,8,40,22833,18,5.715476066494082
22840,2012,8,9,15,52,22840,46.333333333333336,1.2472191289246464
22851,2012,8,10,2,53,22851,40.333333333333336,2.4944382578492936
22853,2012,8,10,4,72,22853,51,5.887840577551898
22858,2012,8,10,9,116,22858,94.33333333333333,4.496912521077348
22868,2012,8,10,19,72,22868,56.666666666666664,3.3993463423951904
22869,2012,8,10,20,97,22869,61.333333333333336,8.2192186706253
22876,2012,8,11,3,105,22876,89,3.265986323710904
22882,2012,8,11,9,124,22882,115.33333333333333,2.4944382578492927
22883,2012,8,11,10,136,22883,118,4.898979485566356
22935,2012,8,13,14,14,22935,13,0
22938,2012,8,13,17,21,22938,14.333333333333334,0.47140452079103146
22939,2012,8,13,18,26,22939,16.666666666666668,3.091206165165234
22943,2012,8,13,22,46,22943,34.333333333333336,2.62466929133727
22946,2012,8,14,1,50,22946,46.5,0.5
22947,2012,8,14,2,67,22947,48.5,1.5
22954,2012,8,14,9,84,22954,70,2.943920288775949
22955,2012,8,14,10,104,22955,76,5.715476066494082
22967,2012,8,14,22,42,22967,30.333333333333332,2.4944382578492945
22970,2012,8,15,1,57,22970,43.333333333333336,3.399346342395189
22975,2012,8,15,6,73,22975,68,0.816496580927726
22988,2012,8,15,19,31,22988,22.666666666666668,2.0548046676563256
22989,2012,8,15,20,45,22989,24.666666666666668,4.642796092394706
22990,2012,8,15,21,80,22990,33,9.092121131323903
22995,2012,8,16,2,96,22995,90,0.816496580927726
23011,2012,8,16,18,64,23011,41,0
23020,2012,8,17,3,77,23020,67,2.449489742783178
23022,2012,8,17,5,96,23022,73,6.377042156569663
23023,2012,8,17,6,112,23023,83.66666666666667,8.730533902472528
23027,2012,8,17,10,143,23027,123.66666666666667,4.1096093353126495
23034,2012,8,17,17,144,23034,124,6
23040,2012,8,17,23,185,23040,153,9.273618495495704
23049,2012,8,18,8,182,23049,148.66666666666666,6.128258770283414
23127,2012,8,21,14,5,23127,3,0
23128,2012,8,21,15,8,23128,4,1
23130,2012,8,21,17,12,23130,7,1.4142135623730951
23132,2012,8,21,19,20,23132,8.333333333333334,2.8674417556808756
23137,2012,8,22,0,36,23137,27.333333333333332,1.6996731711975952
23144,2012,8,22,7,21,23144,12.333333333333334,2.494438257849294
23152,2012,8,22,15,17,23152,8.333333333333334,2.054804667656325
23158,2012,8,22,21,29,23158,20.666666666666668,2.6246692913372707
23162,2012,8,23,1,47,23162,37,2.160246899469287
23163,2012,8,23,2,63,23163,41,4.546060565661952
23169,2012,8,23,8,91,23169,84.33333333333333,2.054804667656325
23170,2012,8,23,9,98,23170,85.66666666666667,3.8586123009300737
23173,2012,8,23,12,110,23173,101,2.943920288775949
23186,2012,8,24,1,71,23186,63.666666666666664,1.6996731711975956
23188,2012,8,24,3,81,23188,70,2.943920288775949
23189,2012,8,24,4,88,23189,75,4.320493798938574
23190,2012,8,24,5,101,23190,80.66666666666667,6.12825877028341
23193,2012,8,24,8,124,23193,107,4.242640687119285
23194,2012,8,24,9,143,23194,114.66666666666667,6.599663291074442
23205,2012,8,24,20,71,23205,55,3.7416573867739413
23208,2012,8,24,23,103,23208,78.33333333333333,5.436502143433365
23213,2012,8,25,4,108,23213,103.33333333333333,0.9428090415820617
23214,2012,8,25,5,117,23214,104.66666666666667,2.4944382578492927
23215,2012,8,25,6,143,23215,109,6.164414002968976
23219,2012,8,25,10,154,23219,146,2.449489742783178
23227,2012,8,25,18,123,23227,118.33333333333333,1.247219128924646
23228,2012,8,25,19,131,23228,119.33333333333333,2.624669291337272
23234,2012,8,26,1,133,23234,115.66666666666667,3.0912061651652327
23237,2012,8,26,4,178,23237,141.33333333333334,7.40870359029762
23240,2012,8,26,7,185,23240,177.33333333333334,2.494438257849292
23251,2012,8,26,18,166,23251,149,4.96655480858378
23273,2012,8,27,16,62,23273,46.333333333333336,1.6996731711975956
23281,2012,8,28,0,68,23281,52.666666666666664,2.624669291337271
23285,2012,8,28,4,80,23285,68,3.265986323710904
23289,2012,8,28,8,92,23289,83,0
23299,2012,8,28,18,75,23299,56,0.816496580927726
23300,2012,8,28,19,105,23300,62,9.201449161228174
23304,2012,8,28,23,145,23304,120.33333333333333,5.557777333511024
23321,2012,8,29,16,38,23321,26.333333333333332,2.054804667656325
23322,2012,8,29,17,63,23322,30.333333333333332,5.79271573232759
23323,2012,8,29,18,115,23323,41.666666666666664,16.131404843417148
23333,2012,8,30,4,281,23333,264.6666666666667,3.399346342395188
23348,2012,8,30,19,213,23348,180.33333333333334,10.656244908763854
23356,2012,8,31,3,206,23356,193,3.7416573867739413
23359,2012,8,31,6,232,23359,208.33333333333334,2.624669291337267
23372,2012,8,31,19,166,23372,142.66666666666666,6.128258770283415
23375,2012,8,31,22,180,23375,165,3.7416573867739413
23383,2012,9,1,6,203,23383,187,3.7416573867739413
23403,2012,9,2,2,124,23403,106.66666666666667,2.624669291337272
23414,2012,9,2,13,13,23414,9.333333333333334,0.47140452079103146
23418,2012,9,2,17,16,23418,13,0.816496580927726
23432,2012,9,3,7,8,23432,5.666666666666667,0.4714045207910316
23433,2012,9,3,8,13,23433,6.666666666666667,0.9428090415820632
23451,2012,9,4,2,14,23451,11,0.816496580927726
23456,2012,9,4,7,17,23456,10.333333333333334,1.247219128924647
23462,2012,9,4,13,9,23462,6.666666666666667,0.4714045207910316
23463,2012,9,4,14,12,23463,7.666666666666667,0.9428090415820632
23470,2012,9,4,21,24,23470,16.333333333333332,1.8856180831641265
23473,2012,9,5,0,34,23473,25.666666666666668,1.2472191289246468
23482,2012,9,5,9,24,23482,20.333333333333332,0.9428090415820629
23485,2012,9,5,12,31,23485,22.333333333333332,1.2472191289246468
23486,2012,9,5,13,50,23486,24.666666666666668,4.496912521077347
23499,2012,9,6,2,47,23499,37.666666666666664,2.624669291337271
23500,2012,9,6,3,55,23500,42,3.559026084010437
23503,2012,9,6,6,74,23503,58.333333333333336,2.8674417556808747
23508,2012,9,6,11,84,23508,66.66666666666667,2.8674417556808756
23515,2012,9,6,18,126,23515,94,5.656854249492381
23523,2012,9,7,2,151,23523,142.66666666666666,1.247219128924644
23542,2012,9,7,21,33,23542,25.333333333333332,1.699673171197595
23545,2012,9,8,0,44,23545,31.666666666666668,0.9428090415820636
23559,2012,9,8,14,48,23559,36.666666666666664,2.494438257849295
23567,2012,9,8,22,69,23567,60,1.4142135623730951
23569,2012,9,9,0,84,23569,67.66666666666667,4.988876515698587
23572,2012,9,9,3,95,23572,83.66666666666667,2.8674417556808742
23573,2012,9,9,4,113,23573,87.33333333333333,6.128258770283413
23578,2012,9,9,9,145,23578,129,2.943920288775949
23590,2012,9,9,21,106,23590,86.66666666666667,4.714045207910316
23591,2012,9,9,22,118,23591,95.33333333333333,7.542472332656509
23596,2012,9,10,3,145,23596,128,1.4142135623730951
23599,2012,9,10,6,160,23599,144.33333333333334,0.9428090415820617
23615,2012,9,10,22,96,23615,81.33333333333333,3.3993463423951913
23616,2012,9,10,23,109,23616,87.33333333333333,6.599663291074445
23619,2012,9,11,2,123,23619,111,3.559026084010437
23624,2012,9,11,7,134,23624,119.66666666666667,3.3993463423951886
23625,2012,9,11,8,160,23625,124,7.788880963698615
23636,2012,9,11,19,92,23636,78.66666666666667,3.299831645537223
23649,2012,9,12,8,10,23649,6.333333333333333,0.4714045207910318
23659,2012,9,12,18,16,23659,8.666666666666666,1.247219128924647
23662,2012,9,12,21,21,23662,14.333333333333334,1.247219128924647
23670,2012,9,13,5,16,23670,11.333333333333334,1.247219128924647
23672,2012,9,13,7,30,23672,16.333333333333332,2.8674417556808756
23691,2012,9,14,2,15,23691,12,0.816496580927726
23693,2012,9,14,4,26,23693,14,0.816496580927726
23698,2012,9,14,9,25,23698,19,1.4142135623730951
23705,2012,9,14,16,10,23705,7,0.816496580927726
23708,2012,9,14,19,27,23708,8.333333333333334,1.2472191289246473
23714,2012,9,15,1,53,23714,26.5,3.5
23722,2012,9,15,9,29,23722,22.666666666666668,1.8856180831641265
23727,2012,9,15,14,29,23727,25.333333333333332,0.9428090415820636
23728,2012,9,15,15,32,23728,27,1.4142135623730951
23733,2012,9,15,20,37,23733,26,1.632993161855452
23736,2012,9,15,23,52,23736,41.666666666666664,3.3993463423951904
23737,2012,9,16,0,68,23737,46.666666666666664,3.858612300930076
23747,2012,9,16,10,57,23747,45,1.632993161855452
23748,2012,9,16,11,69,23748,49,5.887840577551898
23760,2012,9,16,23,58,23760,44.666666666666664,2.0548046676563247
23778,2012,9,17,17,18,23778,15.666666666666666,0.4714045207910318
23779,2012,9,17,18,23,23779,16.333333333333332,1.2472191289246475
23780,2012,9,17,19,40,23780,19,2.943920288775949
23804,2012,9,18,19,29,23804,13.333333333333334,2.054804667656325
23811,2012,9,19,2,46,23811,31.333333333333332,1.699673171197595
23812,2012,9,19,3,62,23812,35.666666666666664,7.408703590297624
23824,2012,9,19,15,30,23824,19.666666666666668,2.0548046676563256
23825,2012,9,19,16,58,23825,22.333333333333332,5.557777333511023
23830,2012,9,19,21,124,23830,86.33333333333333,6.798692684790381
23833,2012,9,20,0,159,23833,128.33333333333334,5.43650214343336
23843,2012,9,20,10,102,23843,64.33333333333333,5.734883511361753
23844,2012,9,20,11,128,23844,79.33333333333333,16.213848676020415
23853,2012,9,20,20,124,23853,101.66666666666667,4.921607686744467
23862,2012,9,21,5,174,23862,168,1.632993161855452
23863,2012,9,21,6,183,23863,170.66666666666666,2.4944382578492976
23865,2012,9,21,8,205,23865,181.66666666666666,5.792715732327592
23867,2012,9,21,10,226,23867,195.33333333333334,7.1336448530109
23875,2012,9,21,18,109,23875,96.66666666666667,3.6817870057290882
23876,2012,9,21,19,134,23876,100.66666666666667,6.944222218666551
23883,2012,9,22,2,54,23883,50,0
23886,2012,9,22,5,136,23886,53.666666666666664,0.47140452079103085
23891,2012,9,22,10,180,23891,160,6.48074069840786
23903,2012,9,22,22,127,23903,89.33333333333333,6.128258770283413
23906,2012,9,23,1,137,23906,128,0.816496580927726
23916,2012,9,23,11,94,23916,87.66666666666667,2.054804667656327
23923,2012,9,23,18,104,23923,82.66666666666667,0.47140452079103334
23926,2012,9,23,21,159,23926,114.66666666666667,7.586537784494027
23937,2012,9,24,8,40,23937,32.666666666666664,0.9428090415820642
23938,2012,9,24,9,53,23938,35.333333333333336,3.399346342395189
23941,2012,9,24,12,79,23941,56.666666666666664,3.2998316455372225
23942,2012,9,24,13,99,23942,65.33333333333333,9.877021593352703
23954,2012,9,25,1,55,23954,47.333333333333336,1.2472191289246477
23957,2012,9,25,4,68,23957,57.333333333333336,1.6996731711975943
23959,2012,9,25,6,81,23959,65,4.242640687119285
23962,2012,9,25,9,89,23962,82,0.816496580927726
23966,2012,9,25,13,109,23966,87.66666666666667,0.47140452079103085
23977,2012,9,26,0,18,23977,12.666666666666666,0.4714045207910318
23978,2012,9,26,1,26,23978,14.666666666666666,2.357022603955159
23985,2012,9,26,8,27,23985,18.666666666666668,0.4714045207910321
23995,2012,9,26,18,14,23995,9.666666666666666,0.9428090415820632
23996,2012,9,26,19,31,23996,10.666666666666666,2.357022603955159
24003,2012,9,27,2,90,24003,52,2.943920288775949
24009,2012,9,27,8,62,24009,48.666666666666664,1.2472191289246464
24010,2012,9,27,9,95,24010,52.666666666666664,6.649979114420002
24020,2012,9,27,19,16,24020,7,1.4142135623730951
24021,2012,9,27,20,24,24021,9.666666666666666,4.642796092394707
24029,2012,9,28,4,5,24029,2.6666666666666665,0.4714045207910316
24044,2012,9,28,19,3,24044,1.3333333333333333,0.4714045207910317
24045,2012,9,28,20,5,24045,2,0.816496580927726
24053,2012,9,29,4,10,24053,7.333333333333333,0.4714045207910316
24057,2012,9,29,8,9,24057,5.666666666666667,0.4714045207910318
24058,2012,9,29,9,14,24058,6.666666666666667,1.699673171197595
24067,2012,9,29,18,12,24067,4.666666666666667,0.4714045207910316
24068,2012,9,29,19,21,24068,7.333333333333333,3.2998316455372216
24070,2012,9,29,21,62,24070,21,7.3484692283495345
24077,2012,9,30,4,19,24077,2.3333333333333335,1.247219128924647
24080,2012,9,30,7,29,24080,19.333333333333332,2.054804667656325
24091,2012,9,30,18,8,24091,3.6666666666666665,0.4714045207910317
24092,2012,9,30,19,25,24092,5,2.160246899469287
24097,2012,10,1,0,41,24097,28.666666666666668,0.4714045207910321
24098,2012,10,1,1,60,24098,32.666666666666664,5.906681715556451
24110,2012,10,1,13,32,24110,24.666666666666668,1.247219128924647
24114,2012,10,1,17,51,24114,38.666666666666664,2.3570226039551594
24116,2012,10,1,19,72,24116,50.666666666666664,6.944222218666553
